Date,Status,X,Y,Z,Source,Time,SessionTime
2024-03-02 16:06:46.339,OnTrack,3768.0,-1520.0,-51.0,pos,0 days 00:01:17.972000,0 days 02:03:03.908000
2024-03-02 16:06:46.639,OnTrack,3622.0,-1602.0,-55.0,pos,0 days 00:01:18.272000,0 days 02:03:04.208000
2024-03-02 16:06:46.859,OnTrack,3382.0,-1736.0,-62.0,pos,0 days 00:01:18.492000,0 days 02:03:04.428000
2024-03-02 16:06:47.379,OnTrack,3083.0,-1902.0,-73.0,pos,0 days 00:01:19.012000,0 days 02:03:04.948000
2024-03-02 16:06:47.599,OnTrack,2973.0,-1963.0,-78.0,pos,0 days 00:01:19.232000,0 days 02:03:05.168000
2024-03-02 16:06:47.819,OnTrack,2813.0,-2053.0,-85.0,pos,0 days 00:01:19.452000,0 days 02:03:05.388000
2024-03-02 16:06:48.099,OnTrack,2618.0,-2161.0,-92.0,pos,0 days 00:01:19.732000,0 days 02:03:05.668000
2024-03-02 16:06:48.359,OnTrack,2395.0,-2285.0,-98.0,pos,0 days 00:01:19.992000,0 days 02:03:05.928000
2024-03-02 16:06:48.639,OnTrack,2241.0,-2371.0,-102.0,pos,0 days 00:01:20.272000,0 days 02:03:06.208000
2024-03-02 16:06:48.859,OnTrack,2086.0,-2458.0,-105.0,pos,0 days 00:01:20.492000,0 days 02:03:06.428000
2024-03-02 16:06:49.139,OnTrack,1888.0,-2569.0,-108.0,pos,0 days 00:01:20.772000,0 days 02:03:06.708000
2024-03-02 16:06:49.379,OnTrack,1718.0,-2665.0,-110.0,pos,0 days 00:01:21.012000,0 days 02:03:06.948000
2024-03-02 16:06:49.599,OnTrack,1562.0,-2754.0,-110.0,pos,0 days 00:01:21.232000,0 days 02:03:07.168000
2024-03-02 16:06:49.819,OnTrack,1321.0,-2892.0,-110.0,pos,0 days 00:01:21.452000,0 days 02:03:07.388000
2024-03-02 16:06:50.079,OnTrack,1221.0,-2949.0,-109.0,pos,0 days 00:01:21.712000,0 days 02:03:07.648000
2024-03-02 16:06:50.379,OnTrack,1013.0,-3068.0,-108.0,pos,0 days 00:01:22.012000,0 days 02:03:07.948000
2024-03-02 16:06:50.619,OnTrack,762.0,-3210.0,-107.0,pos,0 days 00:01:22.252000,0 days 02:03:08.188000
2024-03-02 16:06:50.999,OnTrack,618.0,-3291.0,-108.0,pos,0 days 00:01:22.632000,0 days 02:03:08.568000
2024-03-02 16:06:51.218,OnTrack,501.0,-3355.0,-108.0,pos,0 days 00:01:22.851000,0 days 02:03:08.787000
2024-03-02 16:06:51.459,OnTrack,359.0,-3424.0,-109.0,pos,0 days 00:01:23.092000,0 days 02:03:09.028000
2024-03-02 16:06:51.839,OnTrack,217.0,-3473.0,-110.0,pos,0 days 00:01:23.472000,0 days 02:03:09.408000
2024-03-02 16:06:52.019,OnTrack,153.0,-3486.0,-111.0,pos,0 days 00:01:23.652000,0 days 02:03:09.588000
2024-03-02 16:06:52.219,OnTrack,23.0,-3500.0,-113.0,pos,0 days 00:01:23.852000,0 days 02:03:09.788000
2024-03-02 16:06:52.579,OnTrack,-55.0,-3496.0,-114.0,pos,0 days 00:01:24.212000,0 days 02:03:10.148000
2024-03-02 16:06:52.879,OnTrack,-151.0,-3470.0,-118.0,pos,0 days 00:01:24.512000,0 days 02:03:10.448000
2024-03-02 16:06:53.039,OnTrack,-197.0,-3445.0,-119.0,pos,0 days 00:01:24.672000,0 days 02:03:10.608000
2024-03-02 16:06:53.219,OnTrack,-244.0,-3408.0,-119.0,pos,0 days 00:01:24.852000,0 days 02:03:10.788000
2024-03-02 16:06:53.499,OnTrack,-312.0,-3338.0,-121.0,pos,0 days 00:01:25.132000,0 days 02:03:11.068000
2024-03-02 16:06:53.659,OnTrack,-347.0,-3293.0,-122.0,pos,0 days 00:01:25.292000,0 days 02:03:11.228000
2024-03-02 16:06:53.839,OnTrack,-408.0,-3203.0,-124.0,pos,0 days 00:01:25.472000,0 days 02:03:11.408000
2024-03-02 16:06:54.159,OnTrack,-445.0,-3136.0,-126.0,pos,0 days 00:01:25.792000,0 days 02:03:11.728000
2024-03-02 16:06:54.339,OnTrack,-476.0,-3071.0,-128.0,pos,0 days 00:01:25.972000,0 days 02:03:11.908000
2024-03-02 16:06:54.639,OnTrack,-536.0,-2888.0,-132.0,pos,0 days 00:01:26.272000,0 days 02:03:12.208000
2024-03-02 16:06:54.999,OnTrack,-556.0,-2784.0,-134.0,pos,0 days 00:01:26.632000,0 days 02:03:12.568000
2024-03-02 16:06:55.159,OnTrack,-566.0,-2705.0,-137.0,pos,0 days 00:01:26.792000,0 days 02:03:12.728000
2024-03-02 16:06:55.399,OnTrack,-575.0,-2580.0,-139.0,pos,0 days 00:01:27.032000,0 days 02:03:12.968000
2024-03-02 16:06:55.739,OnTrack,-576.0,-2393.0,-143.0,pos,0 days 00:01:27.372000,0 days 02:03:13.308000
2024-03-02 16:06:55.899,OnTrack,-571.0,-2245.0,-145.0,pos,0 days 00:01:27.532000,0 days 02:03:13.468000
2024-03-02 16:06:56.359,OnTrack,-560.0,-2032.0,-149.0,pos,0 days 00:01:27.992000,0 days 02:03:13.928000
2024-03-02 16:06:56.579,OnTrack,-548.0,-1847.0,-151.0,pos,0 days 00:01:28.212000,0 days 02:03:14.148000
2024-03-02 16:06:56.899,OnTrack,-539.0,-1693.0,-153.0,pos,0 days 00:01:28.532000,0 days 02:03:14.468000
2024-03-02 16:06:57.079,OnTrack,-532.0,-1576.0,-154.0,pos,0 days 00:01:28.712000,0 days 02:03:14.648000
2024-03-02 16:06:57.239,OnTrack,-526.0,-1470.0,-155.0,pos,0 days 00:01:28.872000,0 days 02:03:14.808000
2024-03-02 16:06:57.459,OnTrack,-518.0,-1322.0,-156.0,pos,0 days 00:01:29.092000,0 days 02:03:15.028000
2024-03-02 16:06:57.779,OnTrack,-506.0,-1103.0,-157.0,pos,0 days 00:01:29.412000,0 days 02:03:15.348000
2024-03-02 16:06:57.999,OnTrack,-495.0,-907.0,-158.0,pos,0 days 00:01:29.632000,0 days 02:03:15.568000
2024-03-02 16:06:58.379,OnTrack,-482.0,-664.0,-158.0,pos,0 days 00:01:30.012000,0 days 02:03:15.948000
2024-03-02 16:06:58.479,OnTrack,-478.0,-592.0,-158.0,pos,0 days 00:01:30.112000,0 days 02:03:16.048000
2024-03-02 16:06:58.739,OnTrack,-463.0,-315.0,-159.0,pos,0 days 00:01:30.372000,0 days 02:03:16.308000
2024-03-02 16:06:59.239,OnTrack,-448.0,-49.0,-159.0,pos,0 days 00:01:30.872000,0 days 02:03:16.808000
2024-03-02 16:06:59.459,OnTrack,-441.0,92.0,-159.0,pos,0 days 00:01:31.092000,0 days 02:03:17.028000
2024-03-02 16:06:59.559,OnTrack,-437.0,167.0,-159.0,pos,0 days 00:01:31.192000,0 days 02:03:17.128000
2024-03-02 16:06:59.719,OnTrack,-430.0,288.0,-159.0,pos,0 days 00:01:31.352000,0 days 02:03:17.288000
2024-03-02 16:06:59.939,OnTrack,-422.0,456.0,-159.0,pos,0 days 00:01:31.572000,0 days 02:03:17.508000
2024-03-02 16:07:00.239,OnTrack,-410.0,687.0,-159.0,pos,0 days 00:01:31.872000,0 days 02:03:17.808000
2024-03-02 16:07:00.459,OnTrack,-396.0,958.0,-159.0,pos,0 days 00:01:32.092000,0 days 02:03:18.028000
2024-03-02 16:07:00.819,OnTrack,-386.0,1151.0,-159.0,pos,0 days 00:01:32.452000,0 days 02:03:18.388000
